Column_1,ETid,Country,Column_4,Date of Decision,Fine [€],Controller/Processor,Column_8,Quoted Art.,Type,Column_11,Source,Column_13
,ETid-1165 | https://www.enforcementtracker.com/ETid-1165,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2022-05-12,"2,000",Private individual,Individuals and Private Associations,Art. 6 (1) GDPR,Insufficient legal basis for data processing,"The Spanish DPA has imposed a fine of EUR 2,000 on a private individual. The individual had shared a video on WhatsApp showing images of a violent attack on the data subject without having obtained the data subject's consent.",link | https://www.aepd.es/es/documento/ps-00539-2021.pdf,https://www.enforcementtracker.com/ETid-1165 (Copy: ) | Short URL: https://etid.link/ETid-1165 ETid 1165 | https://www.enforcementtracker.com/ETid-1165
,ETid-1164 | https://www.enforcementtracker.com/ETid-1164,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2022-05-12,500,Private individual,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,"The Spanish DPA (AEPD) has imposed a fine of EUR 500 on a private individual. The controller had installed a surveillance camera on his property, which recorded, among other things, neighboring properties. The AEPD considered this to be a violation of the principle of data minimization.",link | https://www.aepd.es/es/documento/ps-00550-2021.pdf,https://www.enforcementtracker.com/ETid-1164 (Copy: ) | Short URL: https://etid.link/ETid-1164 ETid 1164 | https://www.enforcementtracker.com/ETid-1164
,ETid-1163 | https://www.enforcementtracker.com/ETid-1163,ROMANIA ROMANIA,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-05-12,"1,000",LORIS FUEL SHOP SRL,Industry and Commerce,"Art. 29 GDPR, Art. 32 (4) GDPR",Insufficient technical and organisational measures to ensure information security,"The Romanian DPA has imposed a fine of EUR 1,000 on the gas station operator LORIS FUEL SHOP SRL.  

A person had filed a complaint with the DPA because pictures of him were published on Facebook. The images originated from a video surveillance system installed in one of the controller's gas stations.

During its investigation, the DPA found that the controller had not taken sufficient technical and organizational measures to ensure the confidentiality of the personal data generated through the CCTV system installed in the gas stations. This resulted in unauthorized third parties filming the images from the video cameras and subsequently publishing them on social networks.",link | https://www.dataprotection.ro/?page=Comunicat_Presa_12_05_2022&lang=ro,https://www.enforcementtracker.com/ETid-1163 (Copy: ) | Short URL: https://etid.link/ETid-1163 ETid 1163 | https://www.enforcementtracker.com/ETid-1163
,ETid-1162 | https://www.enforcementtracker.com/ETid-1162,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2022-05-11,600,Bar owner,Accomodation and Hospitality,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,The Spanish DPA (AEPD) fined a bar owner EUR 600. The bar operated a video surveillance system in which the observation angle of the cameras extended into the public space. The DPA considered this to be a violation of the principle of data minimization.,link | https://www.aepd.es/es/documento/ps-00579-2021.pdf,https://www.enforcementtracker.com/ETid-1162 (Copy: ) | Short URL: https://etid.link/ETid-1162 ETid 1162 | https://www.enforcementtracker.com/ETid-1162
,ETid-1161 | https://www.enforcementtracker.com/ETid-1161,DENMARK DENMARK,Danish Data Protection Authority (Datatilsynet),2022-05-12,"13,400",Civilstyrelsen,Public Sector and Education,"Art. 32 GDPR, Art. 33 GDPR",Insufficient technical and organisational measures to ensure information security,"The Danish DPA has imposed a fine of EUR 13,400 on the Danish agency Civilstyrelsen. 

A Civilstyrelsen USB stick containing more than 800 pages of sensitive and confidential information had been lost. During its investigation, the DPA found that the USB stick was not encrypted. In addition, the agency did not have any policies for its employees on the use of removable and portable media.

Moreover, the DPA found that despite being aware of this data breach, the agency had not reported the breach, contrary to its obligation under Art. 33 GDPR. 

The DPA concluded that the agency had not taken appropriate technical and organizational measures to protect personal data. Encryption of removable media, for example, is a necessary and required security measure, especially if the removable media contain sensitive information such as personal data.",link | https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2022/maj/civilstyrelsen-indstilles-til-boede,https://www.enforcementtracker.com/ETid-1161 (Copy: ) | Short URL: https://etid.link/ETid-1161 ETid 1161 | https://www.enforcementtracker.com/ETid-1161
,ETid-1160 | https://www.enforcementtracker.com/ETid-1160,ITALY ITALY,Italian Data Protection Authority (Garante),2022-04-07,"40,000",ISWEB S.p.A.,Industry and Commerce,Art. 28 GDPR,Insufficient data processing agreement,"The Italian DPA imposed a fine of EUR 40,000 on ISWEB S.p.A.. The fine is related to a fine against the healthcare facility Azienda ospedaliera di Perugia. ISWEB had provided the healthcare facility with the web application for its whistleblower system. 

During an investigation at the healthcare facility, the DPA identified multiple GDPR violations related to the whistleblower system. 

The DPA's investigation took place as part of a series of inspections addressing whistleblower system data processing at employers.

In relation to ISWEB, the DPA found that they had used an external provider to host the whistleblower systems. However, ISWEB failed to provide the external provider with specific instructions for the processing of data subjects' data, as well as to inform the health care facility of the same.",link link | https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9768387,https://www.enforcementtracker.com/ETid-1160 (Copy: ) | Short URL: https://etid.link/ETid-1160 ETid 1160 | https://www.enforcementtracker.com/ETid-1160
,ETid-1159 | https://www.enforcementtracker.com/ETid-1159,ITALY ITALY,Italian Data Protection Authority (Garante),2022-04-07,"40,000",Azienda ospedaliera di Perugia,Health Care,"Art. 5 (1) a), f) GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 25 GDPR, Art. 30 GDPR, Art. 32 GDPR, Art. 35 GDPR",Non-compliance with general data processing principles,"The Italian DPA (Garante) has fined Azienda ospedaliera di Perugia EUR 40,000. 

During an investigation at the healthcare facility, the DPA found multiple GDPR violations.

The DPA's investigation took place as part of a series of inspections dealing with the processing of data in the context of whistleblower systems at employers.

The healthcare facility used an open source-based whistleblowing web application. However, the application was accessed through systems that were not properly configured. This made it possible to record and store users' browsing data, thus identifying those users and, as such, potential whistleblowers. 

With respect to the processing of personal data, the health facility had failed to inform the employees in advance. 

In addition, the DPA found that the healthcare facility had not conducted a data protection impact assessment and had not registered the processing in the register of processing activities. Thus, no sufficient assessment of the risks to the rights and freedoms of the data subjects had been carried out.  '",link link | https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9768363,https://www.enforcementtracker.com/ETid-1159 (Copy: ) | Short URL: https://etid.link/ETid-1159 ETid 1159 | https://www.enforcementtracker.com/ETid-1159
,ETid-1158 | https://www.enforcementtracker.com/ETid-1158,ITALY ITALY,Italian Data Protection Authority (Garante),2022-04-26,"1,000",ASST di Lodi,Health Care,"Art. 5 (1) f) GDPR, Art. 9 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,"The Italian DPA (Garante) has imposed a fine of EUR 1,000 on ASST di Lodi. 

The healthcare facility had reported a data breach to the DPA pursuant to Art. 33 GDPR. A patient had provided two contacts for their medical affairs. The facility had been explicitly authorized to obtain medical information of the patient from these two persons in case of emergency. 
In the context of an important diagnostic examination of the patient, the two authorized contacts were not reachable, so a healthcare facility employee asked a family member they personally knew for the information.  

During its investigation, the DPA found that the healthcare facility processed the data subject's information without the data subject's consent and, therefore, without a valid legal basis. 

In addition, the DPA concluded that the healthcare facility had not taken appropriate technical and organizational measures to protect personal data in order to prevent such incidents.",link | https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9763968,https://www.enforcementtracker.com/ETid-1158 (Copy: ) | Short URL: https://etid.link/ETid-1158 ETid 1158 | https://www.enforcementtracker.com/ETid-1158
,ETid-1157 | https://www.enforcementtracker.com/ETid-1157,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2022-04-28,"40,000","Working Capital Management España, S.L.","Finance, Insurance and Consulting",Art. 6 (1) GDPR,Insufficient legal basis for data processing,"The Spanish DPA (AEPD) has imposed a fine of EUR 40,000 on the credit information agency Working Capital Management España, S.L.. A data subject had filed a complaint with the AEPD against the company. Fraudulent third parties had taken out a loan with NBQ Technology, S.A.U. in the name of the data subject without the data subject actually entering into a contract. After the data subject subsequently did not make payments, NBQ disclosed the data subject's information to Working Capital Management. The AEPD determined that Working Capital Management, has processed the data subjects data illegally since  the personal data was entered into the company's information systems without checking whether the data subject had given their consent to the processing of their personal data.",link | https://www.aepd.es/es/documento/ps-00496-2021.pdf,https://www.enforcementtracker.com/ETid-1157 (Copy: ) | Short URL: https://etid.link/ETid-1157 ETid 1157 | https://www.enforcementtracker.com/ETid-1157
,ETid-1156 | https://www.enforcementtracker.com/ETid-1156,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2022-05-10,300,Store owner,Industry and Commerce,Art. 13 GDPR,Insufficient fulfilment of information obligations,The Spanish DPA (AEPD) has imposed a fine of EUR 300 on a store owner. The controller had requested various personal data from customers for appointment bookings. The DPA found that the controller failed to properly inform the data subjects about the processing of the data in accordance with Art. 13 GDPR.,link | https://www.aepd.es/es/documento/ps-00037-2022.pdf,https://www.enforcementtracker.com/ETid-1156 (Copy: ) | Short URL: https://etid.link/ETid-1156 ETid 1156 | https://www.enforcementtracker.com/ETid-1156
